PassengerId,Survived,Pclass,Age,Sex,SibSp,Parch,Fare,Cabin,Embarked
446,1,1,4,male,0,2,81.8583,A,S
447,1,2,13,female,0,1,19.5,N,S
448,1,1,34,male,0,0,26.55,N,S
449,1,3,5,female,2,1,19.2583,N,C
450,1,1,52,male,0,0,30.5,C,S
451,0,2,36,male,1,2,27.75,N,S
452,0,3,24,male,1,0,19.9667,N,S
453,0,1,30,male,0,0,27.75,C,C
454,1,1,49,male,1,0,89.1042,C,C
455,0,3,24,male,0,0,8.05,N,S
456,1,3,29,male,0,0,7.8958,N,C
457,0,1,65,male,0,0,26.55,E,S
458,1,1,24,female,1,0,51.8625,D,S
459,1,2,50,female,0,0,10.5,N,S
460,0,3,24,male,0,0,7.75,N,Q
461,1,1,48,male,0,0,26.55,E,S
462,0,3,34,male,0,0,8.05,N,S
463,0,1,47,male,0,0,38.5,E,S
464,0,2,48,male,0,0,13,N,S
465,0,3,24,male,0,0,8.05,N,S
466,0,3,38,male,0,0,7.05,N,S
467,0,2,24,male,0,0,0,N,S
468,0,1,56,male,0,0,26.55,N,S
469,0,3,24,male,0,0,7.725,N,Q
470,1,3,0.75,female,2,1,19.2583,N,C
471,0,3,24,male,0,0,7.25,N,S
472,0,3,38,male,0,0,8.6625,N,S
473,1,2,33,female,1,2,27.75,N,S
474,1,2,23,female,0,0,13.7917,D,C
475,0,3,22,female,0,0,9.8375,N,S
476,0,1,24,male,0,0,52,A,S
477,0,2,34,male,1,0,21,N,S
478,0,3,29,male,1,0,7.0458,N,S
479,0,3,22,male,0,0,7.5208,N,S
480,1,3,2,female,0,1,12.2875,N,S
481,0,3,9,male,5,2,46.9,N,S
482,0,2,24,male,0,0,0,N,S
483,0,3,50,male,0,0,8.05,N,S
484,1,3,63,female,0,0,9.5875,N,S
485,1,1,25,male,1,0,91.0792,B,C
486,0,3,24,female,3,1,25.4667,N,S
487,1,1,35,female,1,0,90,C,S
488,0,1,58,male,0,0,29.7,B,C
489,0,3,30,male,0,0,8.05,N,S
490,1,3,9,male,1,1,15.9,N,S
491,0,3,24,male,1,0,19.9667,N,S
492,0,3,21,male,0,0,7.25,N,S
493,0,1,55,male,0,0,30.5,C,S
494,0,1,71,male,0,0,49.5042,N,C
495,0,3,21,male,0,0,8.05,N,S
496,0,3,24,male,0,0,14.4583,N,C
497,1,1,54,female,1,0,78.2667,D,C
498,0,3,24,male,0,0,15.1,N,S
499,0,1,25,female,1,2,151.55,C,S
500,0,3,24,male,0,0,7.7958,N,S
501,0,3,17,male,0,0,8.6625,N,S
502,0,3,21,female,0,0,7.75,N,Q
503,0,3,24,female,0,0,7.6292,N,Q
504,0,3,37,female,0,0,9.5875,N,S
505,1,1,16,female,0,0,86.5,B,S
506,0,1,18,male,1,0,108.9,C,C
507,1,2,33,female,0,2,26,N,S
508,1,1,24,male,0,0,26.55,N,S
509,0,3,28,male,0,0,22.525,N,S
510,1,3,26,male,0,0,56.4958,N,S
511,1,3,29,male,0,0,7.75,N,Q
512,0,3,24,male,0,0,8.05,N,S
513,1,1,36,male,0,0,26.2875,E,S
514,1,1,54,female,1,0,59.4,N,C
515,0,3,24,male,0,0,7.4958,N,S
516,0,1,47,male,0,0,34.0208,D,S
517,1,2,34,female,0,0,10.5,F,S
518,0,3,24,male,0,0,24.15,N,Q
519,1,2,36,female,1,0,26,N,S
520,0,3,32,male,0,0,7.8958,N,S
521,1,1,30,female,0,0,93.5,B,S
522,0,3,22,male,0,0,7.8958,N,S
523,0,3,24,male,0,0,7.225,N,C
524,1,1,44,female,0,1,57.9792,B,C
525,0,3,24,male,0,0,7.2292,N,C
526,0,3,40.5,male,0,0,7.75,N,Q
527,1,2,50,female,0,0,10.5,N,S
528,0,1,24,male,0,0,221.7792,C,S
529,0,3,39,male,0,0,7.925,N,S
530,0,2,23,male,2,1,11.5,N,S
531,1,2,2,female,1,1,26,N,S
532,0,3,24,male,0,0,7.2292,N,C
533,0,3,17,male,1,1,7.2292,N,C
534,1,3,24,female,0,2,22.3583,N,C
535,0,3,30,female,0,0,8.6625,N,S
536,1,2,7,female,0,2,26.25,N,S
537,0,1,45,male,0,0,26.55,B,S
538,1,1,30,female,0,0,106.425,N,C
539,0,3,24,male,0,0,14.5,N,S
540,1,1,22,female,0,2,49.5,B,C
541,1,1,36,female,0,2,71,B,S
542,0,3,9,female,4,2,31.275,N,S
543,0,3,11,female,4,2,31.275,N,S
544,1,2,32,male,1,0,26,N,S
545,0,1,50,male,1,0,106.425,C,C
546,0,1,64,male,0,0,26,N,S
547,1,2,19,female,1,0,26,N,S
548,1,2,24,male,0,0,13.8625,N,C
549,0,3,33,male,1,1,20.525,N,S
550,1,2,8,male,1,1,36.75,N,S
551,1,1,17,male,0,2,110.8833,C,C
552,0,2,27,male,0,0,26,N,S
553,0,3,24,male,0,0,7.8292,N,Q
554,1,3,22,male,0,0,7.225,N,C
555,1,3,22,female,0,0,7.775,N,S
556,0,1,62,male,0,0,26.55,N,S
557,1,1,48,female,1,0,39.6,A,C
558,0,1,24,male,0,0,227.525,N,C
559,1,1,39,female,1,1,79.65,E,S
560,1,3,36,female,1,0,17.4,N,S
561,0,3,24,male,0,0,7.75,N,Q
562,0,3,40,male,0,0,7.8958,N,S
563,0,2,28,male,0,0,13.5,N,S
564,0,3,24,male,0,0,8.05,N,S
565,0,3,24,female,0,0,8.05,N,S
566,0,3,24,male,2,0,24.15,N,S
567,0,3,19,male,0,0,7.8958,N,S
568,0,3,29,female,0,4,21.075,N,S
569,0,3,24,male,0,0,7.2292,N,C
570,1,3,32,male,0,0,7.8542,N,S
571,1,2,62,male,0,0,10.5,N,S
572,1,1,53,female,2,0,51.4792,C,S
573,1,1,36,male,0,0,26.3875,E,S
574,1,3,24,female,0,0,7.75,N,Q
575,0,3,16,male,0,0,8.05,N,S
576,0,3,19,male,0,0,14.5,N,S
577,1,2,34,female,0,0,13,N,S
578,1,1,39,female,1,0,55.9,E,S
579,0,3,24,female,1,0,14.4583,N,C
580,1,3,32,male,0,0,7.925,N,S
581,1,2,25,female,1,1,30,N,S
582,1,1,39,female,1,1,110.8833,C,C
583,0,2,54,male,0,0,26,N,S
584,0,1,36,male,0,0,40.125,A,C
585,0,3,24,male,0,0,8.7125,N,C
586,1,1,18,female,0,2,79.65,E,S
587,0,2,47,male,0,0,15,N,S
588,1,1,60,male,1,1,79.2,B,C
589,0,3,22,male,0,0,8.05,N,S
590,0,3,24,male,0,0,8.05,N,S
591,0,3,35,male,0,0,7.125,N,S
592,1,1,52,female,1,0,78.2667,D,C
593,0,3,47,male,0,0,7.25,N,S
594,0,3,24,female,0,2,7.75,N,Q
595,0,2,37,male,1,0,26,N,S
596,0,3,36,male,1,1,24.15,N,S
597,1,2,24,female,0,0,33,N,S
598,0,3,49,male,0,0,0,N,S
599,0,3,24,male,0,0,7.225,N,C
600,1,1,49,male,1,0,56.9292,A,C
601,1,2,24,female,2,1,27,N,S
602,0,3,24,male,0,0,7.8958,N,S
603,0,1,24,male,0,0,42.4,N,S
604,0,3,44,male,0,0,8.05,N,S
605,1,1,35,male,0,0,26.55,N,C
606,0,3,36,male,1,0,15.55,N,S
607,0,3,30,male,0,0,7.8958,N,S
608,1,1,27,male,0,0,30.5,N,S
609,1,2,22,female,1,2,41.5792,N,C
610,1,1,40,female,0,0,153.4625,C,S
611,0,3,39,female,1,5,31.275,N,S
612,0,3,24,male,0,0,7.05,N,S
613,1,3,24,female,1,0,15.5,N,Q
614,0,3,24,male,0,0,7.75,N,Q
615,0,3,35,male,0,0,8.05,N,S
616,1,2,24,female,1,2,65,N,S
617,0,3,34,male,1,1,14.4,N,S
618,0,3,26,female,1,0,16.1,N,S
619,1,2,4,female,2,1,39,F,S
620,0,2,26,male,0,0,10.5,N,S
621,0,3,27,male,1,0,14.4542,N,C
622,1,1,42,male,1,0,52.5542,D,S
623,1,3,20,male,1,1,15.7417,N,C
624,0,3,21,male,0,0,7.8542,N,S
625,0,3,21,male,0,0,16.1,N,S
626,0,1,61,male,0,0,32.3208,D,S
627,0,2,57,male,0,0,12.35,N,Q
628,1,1,21,female,0,0,77.9583,D,S
629,0,3,26,male,0,0,7.8958,N,S
630,0,3,24,male,0,0,7.7333,N,Q
631,1,1,80,male,0,0,30,A,S
632,0,3,51,male,0,0,7.0542,N,S
633,1,1,32,male,0,0,30.5,B,C
634,0,1,24,male,0,0,0,N,S
635,0,3,9,female,3,2,27.9,N,S
636,1,2,28,female,0,0,13,N,S
637,0,3,32,male,0,0,7.925,N,S
638,0,2,31,male,1,1,26.25,N,S
639,0,3,41,female,0,5,39.6875,N,S
640,0,3,24,male,1,0,16.1,N,S
641,0,3,20,male,0,0,7.8542,N,S
642,1,1,24,female,0,0,69.3,B,C
643,0,3,2,female,3,2,27.9,N,S
644,1,3,24,male,0,0,56.4958,N,S
645,1,3,0.75,female,2,1,19.2583,N,C
646,1,1,48,male,1,0,76.7292,D,C
647,0,3,19,male,0,0,7.8958,N,S
648,1,1,56,male,0,0,35.5,A,C
649,0,3,24,male,0,0,7.55,N,S
650,1,3,23,female,0,0,7.55,N,S
651,0,3,24,male,0,0,7.8958,N,S
652,1,2,18,female,0,1,23,N,S
653,0,3,21,male,0,0,8.4333,N,S
654,1,3,24,female,0,0,7.8292,N,Q
655,0,3,18,female,0,0,6.75,N,Q
656,0,2,24,male,2,0,73.5,N,S
657,0,3,24,male,0,0,7.8958,N,S
658,0,3,32,female,1,1,15.5,N,Q
659,0,2,23,male,0,0,13,N,S
660,0,1,58,male,0,2,113.275,D,C
661,1,1,50,male,2,0,133.65,N,S
662,0,3,40,male,0,0,7.225,N,C
663,0,1,47,male,0,0,25.5875,E,S
664,0,3,36,male,0,0,7.4958,N,S
665,1,3,20,male,1,0,7.925,N,S
666,0,2,32,male,2,0,73.5,N,S
667,0,2,25,male,0,0,13,N,S
668,0,3,24,male,0,0,7.775,N,S
669,0,3,43,male,0,0,8.05,N,S
670,1,1,24,female,1,0,52,C,S
671,1,2,40,female,1,1,39,N,S
672,0,1,31,male,1,0,52,B,S
673,0,2,70,male,0,0,10.5,N,S
674,1,2,31,male,0,0,13,N,S
675,0,2,24,male,0,0,0,N,S
676,0,3,18,male,0,0,7.775,N,S
677,0,3,24.5,male,0,0,8.05,N,S
678,1,3,18,female,0,0,9.8417,N,S
679,0,3,43,female,1,6,46.9,N,S
680,1,1,36,male,0,1,512.3292,B,C
681,0,3,24,female,0,0,8.1375,N,Q
682,1,1,27,male,0,0,76.7292,D,C
683,0,3,20,male,0,0,9.225,N,S
684,0,3,14,male,5,2,46.9,N,S
685,0,2,60,male,1,1,39,N,S
686,0,2,25,male,1,2,41.5792,N,C
687,0,3,14,male,4,1,39.6875,N,S
688,0,3,19,male,0,0,10.1708,N,S
689,0,3,18,male,0,0,7.7958,N,S
690,1,1,15,female,0,1,211.3375,B,S
691,1,1,31,male,1,0,57,B,S
692,1,3,4,female,0,1,13.4167,N,C
693,1,3,24,male,0,0,56.4958,N,S
694,0,3,25,male,0,0,7.225,N,C
695,0,1,60,male,0,0,26.55,N,S
696,0,2,52,male,0,0,13.5,N,S
697,0,3,44,male,0,0,8.05,N,S
698,1,3,24,female,0,0,7.7333,N,Q
699,0,1,49,male,1,1,110.8833,C,C
700,0,3,42,male,0,0,7.65,F,S
701,1,1,18,female,1,0,227.525,C,C
702,1,1,35,male,0,0,26.2875,E,S
703,0,3,18,female,0,1,14.4542,N,C
704,0,3,25,male,0,0,7.7417,N,Q
705,0,3,26,male,1,0,7.8542,N,S
706,0,2,39,male,0,0,26,N,S
707,1,2,45,female,0,0,13.5,N,S
708,1,1,42,male,0,0,26.2875,E,S
709,1,1,22,female,0,0,151.55,N,S
710,1,3,24,male,1,1,15.2458,N,C
711,1,1,24,female,0,0,49.5042,C,C
712,0,1,24,male,0,0,26.55,C,S
713,1,1,48,male,1,0,52,C,S
714,0,3,29,male,0,0,9.4833,N,S
715,0,2,52,male,0,0,13,N,S
716,0,3,19,male,0,0,7.65,F,S
717,1,1,38,female,0,0,227.525,C,C
718,1,2,27,female,0,0,10.5,E,S
719,0,3,24,male,0,0,15.5,N,Q
720,0,3,33,male,0,0,7.775,N,S
721,1,2,6,female,0,1,33,N,S
722,0,3,17,male,1,0,7.0542,N,S
723,0,2,34,male,0,0,13,N,S
724,0,2,50,male,0,0,13,N,S
725,1,1,27,male,1,0,53.1,E,S
726,0,3,20,male,0,0,8.6625,N,S
727,1,2,30,female,3,0,21,N,S
728,1,3,24,female,0,0,7.7375,N,Q
729,0,2,25,male,1,0,26,N,S
730,0,3,25,female,1,0,7.925,N,S
731,1,1,29,female,0,0,211.3375,B,S
732,0,3,11,male,0,0,18.7875,N,C
733,0,2,24,male,0,0,0,N,S
734,0,2,23,male,0,0,13,N,S
735,0,2,23,male,0,0,13,N,S
736,0,3,28.5,male,0,0,16.1,N,S
737,0,3,48,female,1,3,34.375,N,S
738,1,1,35,male,0,0,512.3292,B,C
739,0,3,24,male,0,0,7.8958,N,S
740,0,3,24,male,0,0,7.8958,N,S
741,1,1,24,male,0,0,30,D,S
742,0,1,36,male,1,0,78.85,C,S
743,1,1,21,female,2,2,262.375,B,C
744,0,3,24,male,1,0,16.1,N,S
745,1,3,31,male,0,0,7.925,N,S
746,0,1,70,male,1,1,71,B,S
747,0,3,16,male,1,1,20.25,N,S
748,1,2,30,female,0,0,13,N,S
749,0,1,19,male,1,0,53.1,D,S
750,0,3,31,male,0,0,7.75,N,Q
751,1,2,4,female,1,1,23,N,S
752,1,3,6,male,0,1,12.475,E,S
753,0,3,33,male,0,0,9.5,N,S
754,0,3,23,male,0,0,7.8958,N,S
755,1,2,48,female,1,2,65,N,S
756,1,2,0.67,male,1,1,14.5,N,S
757,0,3,28,male,0,0,7.7958,N,S
758,0,2,18,male,0,0,11.5,N,S
759,0,3,34,male,0,0,8.05,N,S
760,1,1,33,female,0,0,86.5,B,S
761,0,3,24,male,0,0,14.5,N,S
762,0,3,41,male,0,0,7.125,N,S
763,1,3,20,male,0,0,7.2292,N,C
764,1,1,36,female,1,2,120,B,S
765,0,3,16,male,0,0,7.775,N,S
766,1,1,51,female,1,0,77.9583,D,S
767,0,1,24,male,0,0,39.6,N,C
768,0,3,30.5,female,0,0,7.75,N,Q
769,0,3,24,male,1,0,24.15,N,Q
770,0,3,32,male,0,0,8.3625,N,S
771,0,3,24,male,0,0,9.5,N,S
772,0,3,48,male,0,0,7.8542,N,S
773,0,2,57,female,0,0,10.5,E,S
774,0,3,24,male,0,0,7.225,N,C
775,1,2,54,female,1,3,23,N,S
776,0,3,18,male,0,0,7.75,N,S
777,0,3,24,male,0,0,7.75,F,Q
778,1,3,5,female,0,0,12.475,N,S
779,0,3,24,male,0,0,7.7375,N,Q
780,1,1,43,female,0,1,211.3375,B,S
781,1,3,13,female,0,0,7.2292,N,C
782,1,1,17,female,1,0,57,B,S
783,0,1,29,male,0,0,30,D,S
784,0,3,24,male,1,2,23.45,N,S
785,0,3,25,male,0,0,7.05,N,S
786,0,3,25,male,0,0,7.25,N,S
787,1,3,18,female,0,0,7.4958,N,S
788,0,3,8,male,4,1,29.125,N,Q
789,1,3,1,male,1,2,20.575,N,S
790,0,1,46,male,0,0,79.2,B,C
791,0,3,24,male,0,0,7.75,N,Q
792,0,2,16,male,0,0,26,N,S
793,0,3,24,female,8,2,69.55,N,S
794,0,1,24,male,0,0,30.6958,N,C
795,0,3,25,male,0,0,7.8958,N,S
796,0,2,39,male,0,0,13,N,S
797,1,1,49,female,0,0,25.9292,D,S
798,1,3,31,female,0,0,8.6833,N,S
799,0,3,30,male,0,0,7.2292,N,C
800,0,3,30,female,1,1,24.15,N,S
801,0,2,34,male,0,0,13,N,S
802,1,2,31,female,1,1,26.25,N,S
803,1,1,11,male,1,2,120,B,S
804,1,3,0.42,male,0,1,8.5167,N,C
805,1,3,27,male,0,0,6.975,N,S
806,0,3,31,male,0,0,7.775,N,S
807,0,1,39,male,0,0,0,A,S
808,0,3,18,female,0,0,7.775,N,S
809,0,2,39,male,0,0,13,N,S
810,1,1,33,female,1,0,53.1,E,S
811,0,3,26,male,0,0,7.8875,N,S
812,0,3,39,male,0,0,24.15,N,S
813,0,2,35,male,0,0,10.5,N,S
814,0,3,6,female,4,2,31.275,N,S
815,0,3,30.5,male,0,0,8.05,N,S
816,0,1,24,male,0,0,0,B,S
817,0,3,23,female,0,0,7.925,N,S
818,0,2,31,male,1,1,37.0042,N,C
819,0,3,43,male,0,0,6.45,N,S
820,0,3,10,male,3,2,27.9,N,S
821,1,1,52,female,1,1,93.5,B,S
822,1,3,27,male,0,0,8.6625,N,S
823,0,1,38,male,0,0,0,N,S
824,1,3,27,female,0,1,12.475,E,S
825,0,3,2,male,4,1,39.6875,N,S
826,0,3,24,male,0,0,6.95,N,Q
827,0,3,24,male,0,0,56.4958,N,S
828,1,2,1,male,0,2,37.0042,N,C
829,1,3,24,male,0,0,7.75,N,Q
830,1,1,62,female,0,0,80,B,S
831,1,3,15,female,1,0,14.4542,N,C
832,1,2,0.83,male,1,1,18.75,N,S
833,0,3,24,male,0,0,7.2292,N,C
834,0,3,23,male,0,0,7.8542,N,S
835,0,3,18,male,0,0,8.3,N,S
836,1,1,39,female,1,1,83.1583,E,C
837,0,3,21,male,0,0,8.6625,N,S
838,0,3,24,male,0,0,8.05,N,S
839,1,3,32,male,0,0,56.4958,N,S
840,1,1,24,male,0,0,29.7,C,C
841,0,3,20,male,0,0,7.925,N,S
842,0,2,16,male,0,0,10.5,N,S
843,1,1,30,female,0,0,31,N,C
844,0,3,34.5,male,0,0,6.4375,N,C
845,0,3,17,male,0,0,8.6625,N,S
846,0,3,42,male,0,0,7.55,N,S
847,0,3,24,male,8,2,69.55,N,S
848,0,3,35,male,0,0,7.8958,N,C
849,0,2,28,male,0,1,33,N,S
850,1,1,24,female,1,0,89.1042,C,C
851,0,3,4,male,4,2,31.275,N,S
852,0,3,74,male,0,0,7.775,N,S
853,0,3,9,female,1,1,15.2458,N,C
854,1,1,16,female,0,1,39.4,D,S
855,0,2,44,female,1,0,26,N,S
856,1,3,18,female,0,1,9.35,N,S
857,1,1,45,female,1,1,164.8667,N,S
858,1,1,51,male,0,0,26.55,E,S
859,1,3,24,female,0,3,19.2583,N,C
860,0,3,24,male,0,0,7.2292,N,C
861,0,3,41,male,2,0,14.1083,N,S
862,0,2,21,male,1,0,11.5,N,S
863,1,1,48,female,0,0,25.9292,D,S
864,0,3,24,female,8,2,69.55,N,S
865,0,2,24,male,0,0,13,N,S
866,1,2,42,female,0,0,13,N,S
867,1,2,27,female,1,0,13.8583,N,C
868,0,1,31,male,0,0,50.4958,A,S
869,0,3,24,male,0,0,9.5,N,S
870,1,3,4,male,1,1,11.1333,N,S
871,0,3,26,male,0,0,7.8958,N,S
872,1,1,47,female,1,1,52.5542,D,S
873,0,1,33,male,0,0,5,B,S
874,0,3,47,male,0,0,9,N,S
875,1,2,28,female,1,0,24,N,C
876,1,3,15,female,0,0,7.225,N,C
877,0,3,20,male,0,0,9.8458,N,S
878,0,3,19,male,0,0,7.8958,N,S
879,0,3,24,male,0,0,7.8958,N,S
880,1,1,56,female,0,1,83.1583,C,C
881,1,2,25,female,0,1,26,N,S
882,0,3,33,male,0,0,7.8958,N,S
883,0,3,22,female,0,0,10.5167,N,S
884,0,2,28,male,0,0,10.5,N,S
885,0,3,25,male,0,0,7.05,N,S
886,0,3,39,female,0,5,29.125,N,Q
887,0,2,27,male,0,0,13,N,S
888,1,1,19,female,0,0,30,B,S
889,0,3,24,female,1,2,23.45,N,S
890,1,1,26,male,0,0,30,C,C
891,0,3,32,male,0,0,7.75,N,Q